2026-03-15 14:23:49 - __main__ - INFO -  Starting with completely fresh training state - all old files cleared
2026-03-15 14:23:49 - __main__ - INFO - PuneSUMOEnv initialized: 9 intersections, scenario=morning_peak, port=8817
2026-03-15 14:23:49 - __main__ - INFO - \u2713 Using GPU: NVIDIA GeForce RTX 4060 Ti
2026-03-15 14:23:49 - __main__ - INFO -   - GPU Memory: 8.59 GB
2026-03-15 14:23:49 - __main__ - INFO -   - CUDA version: 12.1
2026-03-15 14:23:49 - __main__ - INFO -   - cuDNN benchmark: enabled
2026-03-15 14:23:49 - __main__ - INFO -   - TF32 matmul: enabled (Ampere optimization)
2026-03-15 14:23:49 - __main__ - INFO - Using TraCI (consider installing libsumo for 3-6x speedup)
2026-03-15 14:23:50 - __main__ - INFO - Using DQN architecture with 24 observation dim - FRESH INITIALIZATION
2026-03-15 14:23:50 - __main__ - INFO - Target network initialized with fresh model weights
2026-03-15 14:23:50 - __main__ - INFO - Initialized Prioritized Experience Replay buffer with capacity 100000
2026-03-15 14:23:50 - __main__ - INFO - Initialized fresh optimizer with learning rate 0.0001
2026-03-15 14:23:50 - __main__ - INFO - Starting DQN Shared-Policy Multi-Agent RL Training:
2026-03-15 14:23:50 - __main__ - INFO - - 9 intersections (shared policy, not independent agents)
2026-03-15 14:23:50 - __main__ - INFO - - 100 episodes
2026-03-15 14:23:50 - __main__ - INFO - - 600 steps per episode (~1200s)
2026-03-15 14:23:50 - __main__ - INFO - - Learning rate: 0.0001
2026-03-15 14:23:50 - __main__ - INFO - - Model: DQN
2026-03-15 14:23:50 - __main__ - INFO - GUARANTEED FRESH START: All old files cleared, models initialized fresh, no old data loaded
2026-03-15 14:23:50 - __main__ - INFO - - Epsilon decay: Step-based linear decay
2026-03-15 14:23:50 - __main__ - INFO -   * Start: 1.0 (full exploration)
2026-03-15 14:23:50 - __main__ - INFO -   * End: 0.1 (continuous exploration)
2026-03-15 14:23:50 - __main__ - INFO -   * Decay steps: 51000 of 60000 total
2026-03-15 14:23:50 - __main__ - INFO -   * Model complexity multiplier: DQN
DQN Multi-Agent Episodes:   0%|          | 0/100 [00:00<?, ?it/s]2026-03-15 14:24:04 - __main__ - INFO - Ep  1/100: eps=0.989 | Queue=33.67 | Throughput=251 | TravelTime=194.4s | Loss=0.0231 | Updates=489
DQN Multi-Agent Episodes:   1%|1         | 1/100 [00:14<23:30, 14.24s/it]2026-03-15 14:24:19 - __main__ - INFO - Ep  2/100: eps=0.979 | Queue=38.00 | Throughput=264 | TravelTime=215.0s | Loss=0.0508 | Updates=600
DQN Multi-Agent Episodes:   2%|2         | 2/100 [00:29<23:58, 14.68s/it]2026-03-15 14:24:34 - __main__ - INFO - Ep  3/100: eps=0.968 | Queue=35.33 | Throughput=277 | TravelTime=190.7s | Loss=0.0677 | Updates=600
DQN Multi-Agent Episodes:   3%|3         | 3/100 [00:44<23:53, 14.78s/it]2026-03-15 14:24:49 - __main__ - INFO - Ep  4/100: eps=0.958 | Queue=35.67 | Throughput=268 | TravelTime=199.1s | Loss=0.0730 | Updates=600
DQN Multi-Agent Episodes:   4%|4         | 4/100 [00:59<23:52, 14.93s/it]2026-03-15 14:25:04 - __main__ - INFO - Ep  5/100: eps=0.947 | Queue=38.89 | Throughput=239 | TravelTime=212.1s | Loss=0.0786 | Updates=600
DQN Multi-Agent Episodes:   5%|5         | 5/100 [01:14<23:47, 15.03s/it]2026-03-15 14:25:19 - __main__ - INFO - Ep  6/100: eps=0.936 | Queue=34.67 | Throughput=288 | TravelTime=198.5s | Loss=0.0840 | Updates=600
DQN Multi-Agent Episodes:   6%|6         | 6/100 [01:29<23:40, 15.11s/it]2026-03-15 14:25:35 - __main__ - INFO - Ep  7/100: eps=0.926 | Queue=37.78 | Throughput=275 | TravelTime=190.0s | Loss=0.0851 | Updates=600
DQN Multi-Agent Episodes:   7%|7         | 7/100 [01:45<23:52, 15.40s/it]2026-03-15 14:25:51 - __main__ - INFO - Ep  8/100: eps=0.915 | Queue=38.22 | Throughput=258 | TravelTime=195.8s | Loss=0.0883 | Updates=600
DQN Multi-Agent Episodes:   8%|8         | 8/100 [02:01<23:56, 15.62s/it]2026-03-15 14:26:07 - __main__ - INFO - Ep  9/100: eps=0.905 | Queue=35.67 | Throughput=278 | TravelTime=199.0s | Loss=0.0902 | Updates=600
DQN Multi-Agent Episodes:   9%|9         | 9/100 [02:17<23:41, 15.62s/it]2026-03-15 14:26:22 - __main__ - INFO - Ep 10/100: eps=0.894 | Queue=36.33 | Throughput=258 | TravelTime=208.7s | Loss=0.0890 | Updates=600
DQN Multi-Agent Episodes:  10%|#         | 10/100 [02:32<23:19, 15.55s/it]2026-03-15 14:26:50 - __main__ - INFO - Ep 11/100: eps=0.884 | Queue=36.78 | Throughput=265 | TravelTime=195.8s | Loss=0.0909 | Updates=600
DQN Multi-Agent Episodes:  11%|#1        | 11/100 [03:00<28:37, 19.30s/it]2026-03-15 14:27:13 - __main__ - INFO - Ep 12/100: eps=0.873 | Queue=34.67 | Throughput=243 | TravelTime=205.4s | Loss=0.0926 | Updates=600
DQN Multi-Agent Episodes:  12%|#2        | 12/100 [03:23<29:42, 20.25s/it]2026-03-15 14:27:56 - __main__ - INFO - Ep 13/100: eps=0.862 | Queue=37.89 | Throughput=268 | TravelTime=196.6s | Loss=0.0933 | Updates=600
DQN Multi-Agent Episodes:  13%|#3        | 13/100 [04:06<39:35, 27.31s/it]2026-03-15 14:28:13 - __main__ - INFO - Ep 14/100: eps=0.852 | Queue=34.00 | Throughput=244 | TravelTime=196.4s | Loss=0.0965 | Updates=600
DQN Multi-Agent Episodes:  14%|#4        | 14/100 [04:23<34:43, 24.22s/it]2026-03-15 14:28:40 - __main__ - INFO - Ep 15/100: eps=0.841 | Queue=35.89 | Throughput=257 | TravelTime=205.4s | Loss=0.0943 | Updates=600
DQN Multi-Agent Episodes:  15%|#5        | 15/100 [04:50<35:15, 24.88s/it]2026-03-15 14:29:29 - __main__ - INFO - Ep 16/100: eps=0.831 | Queue=38.11 | Throughput=254 | TravelTime=206.1s | Loss=0.0915 | Updates=600
DQN Multi-Agent Episodes:  16%|#6        | 16/100 [05:39<45:12, 32.29s/it]2026-03-15 14:30:29 - __main__ - INFO - Ep 17/100: eps=0.820 | Queue=41.89 | Throughput=265 | TravelTime=203.1s | Loss=0.0989 | Updates=600
DQN Multi-Agent Episodes:  17%|#7        | 17/100 [06:39<56:17, 40.69s/it]2026-03-15 14:31:16 - __main__ - INFO - Ep 18/100: eps=0.809 | Queue=33.67 | Throughput=263 | TravelTime=200.7s | Loss=0.0951 | Updates=600
DQN Multi-Agent Episodes:  18%|#8        | 18/100 [07:26<58:05, 42.51s/it]2026-03-15 14:32:04 - __main__ - INFO - Ep 19/100: eps=0.799 | Queue=37.89 | Throughput=260 | TravelTime=211.1s | Loss=0.0980 | Updates=600
DQN Multi-Agent Episodes:  19%|#9        | 19/100 [08:14<59:24, 44.00s/it]2026-03-15 14:32:43 - __main__ - INFO - Ep 20/100: eps=0.788 | Queue=36.11 | Throughput=265 | TravelTime=195.8s | Loss=0.1004 | Updates=600
DQN Multi-Agent Episodes:  20%|##        | 20/100 [08:53<56:58, 42.73s/it]2026-03-15 14:33:31 - __main__ - INFO - Ep 21/100: eps=0.778 | Queue=35.11 | Throughput=241 | TravelTime=200.7s | Loss=0.0988 | Updates=600
DQN Multi-Agent Episodes:  21%|##1       | 21/100 [09:41<58:14, 44.23s/it]2026-03-15 14:34:18 - __main__ - INFO - Ep 22/100: eps=0.767 | Queue=36.33 | Throughput=268 | TravelTime=206.6s | Loss=0.0979 | Updates=600
DQN Multi-Agent Episodes:  22%|##2       | 22/100 [10:28<58:42, 45.16s/it]2026-03-15 14:35:09 - __main__ - INFO - Ep 23/100: eps=0.756 | Queue=38.44 | Throughput=263 | TravelTime=189.2s | Loss=0.0988 | Updates=600
